id	als	fr	de	en	valence	arousal	dominance	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	NRC_cosine	FEEL_cosine	avg_cosine	nb_checks
2923	anbringe_C;anbringen_C	arriver;réussir	Erfolg;gelingen	succeeding;succeed	0.9062671536192448	0.7709654274046692	0.8965534556348436		0.6180601809223135			0.5929947830113202		0.375	0.5582240839005836	0.9889139957198924	0.850852418506931	0.9198832071134118	2
2924	Üsenandersetzung	conflit;démêlé_C;altercation_C	Streit;Konflikt	strife;conflict	0.3082742114980896	0.8124283834657426	0.5143516339870079	0.607381734824366			0.641		0.469			0.912564090914766	0.6054510087229458	0.759007549818856	2
2925	wüesht;wüscht;wieschti;wischti_C;wiascht;wiaschti;wüescht;wieschter;wueschte;wiescht;wuescht;wiest;wischt_C	vilain;disgracieux;mauvais;laid	krank	ill;naughty	0.2796755690989846	0.6506330939291743	0.2911319007323222	0.333		0.5912224948279873	0.6410831942055699		0.6313606385204333			0.7685876818238422	0.498741528621056	0.633664605222449	2
2926	fürchterli;fächterlig;fürchterliche;förchterlicher;ferchterlig	horrible;terrifiant;affreux;effroyable;infernal_C;terriblement	grausam;schrecklich;furchtbar;fürchterlich;entsetzlich;grässlich;erschreckend	infernal_C;horrid;horrible;creepy;frightful;dreadful;horrific;horrendous;gruesome;ghastly;terrifying;terribly	0.1658234255379171	0.8105077264580474	0.4959935105182526	0.702102273469349	0.4902117540551141	0.6124854113535343	0.7497038353861866	0.242	0.6923368957547494	0.7220543736002225	0.3979999999999999	0.6795727866768506	0.7457820528749504	0.7126774197759005	2
2927	Zett'r_C	tremblement	Tremor;Schütteln	tremor;shaking	0.1806856536541586	0.8138833550295325	0.3632181324520411	0.406	0.4839999999999999		0.5656929961671328		0.359			0.907652013878501	0.6879500515139718	0.7978010326962364	2
2928	betroga;betriega;betraga_C;Betraga_C	duper;tricher;trahir;frauder	verraten	betray	0.2623043794893914	0.7226630631399648	0.5092606010084313	0.625		0.516			0.594	0.602		0.9855850604543208	0.7870440903382311	0.886314575396276	2
2929	sindiger;sündigen;Sünd_C;sandigen_C	pécher;coupable	sündigen;sündig	sinful	0.1646863329004074	0.7393065671389943	0.3934626253059167	0.5152411947936768		0.6330000000000001	0.5		0.6332428176660235			0.9991794371704168	0.855446763043313	0.9273131001068649	2
2930	Anklage;anklagen;Anklag;Anklaga;Anklau_C	accusation	Ankläger_C;Anklage;anklagen	accusation;arraignment	0.2391161456164784	0.7773628268118946	0.5490345814759929	0.3568538837709944		0.523	0.45		0.359			0.8890497820522909	0.6228389111823814	0.7559443466173361	2
2931	vergehe	périr	Vergehen_C;vergehen	perishing;misdemeanor_C	0.2319709250777845	0.547879127327498	0.2936224959912066				0.7111437369836965		0.8232223708402081			0.7550279504727997	0.8391817023911946	0.7971048264319971	2
2932	Rettung	salut	Rettung;Heil;Rötung_C	redness_C;salvation	0.5589558688096388	0.4757784117395132	0.6383131696233593		0.555			0.412			0.547	0.8308140929415833	0.0027468857070956	0.4167804893243395	2
2933	geruescht;gerischt;grischte;gerüscht;gerescht_C;gerüescht_C	prêt;préparé	bereit	willing;lending;loan;prepared;ready	0.6994310841857293	0.4824299056375211	0.6504717813377588		0.46262495747384						0.703	0.8332556121378133	1.0	0.9166278060689066	2
2934	Streben	aspirer;s'efforcer	Strebe_C;streben	strive;aspire;strut_C	0.6406067768718925	0.5832664014336357	0.6260150148562309		0.6893992760215502			0.516			0.5103242577009451	0.8797494771906315	0.7105079089512569	0.7951286930709442	2
2935	Schuß;Schüsse_C;Schuss;Schüess_C	coup;coup de feu	Schuss	gunshot;shot	0.1645594994485837	0.8332869265670937	0.6269956529851615	0.5960381299711213		0.305	0.7113365314262395		0.4649140223608917	0.7233490723861151		0.8020520117995817	0.6379980665285357	0.7200250391640588	2
2936	Gigger	prison	Geiger_C;Gefängnis	fiddler_C;prison;jail	0.3063365239396396	0.6915252902596094	0.4857759696748369	0.529			0.602723795329663		0.6233856316927848			0.8376966906307879	0.8253813175398128	0.8315390040853003	2
2937	Bang_C	attente_C;anxiété;angoisse	Angst;Pein	anxiety;anxiousness;anguish;angst	0.1869882368286027	0.8090514182864055	0.3212272640018618	0.4380021490505151	0.6471389850880805		0.6989042629964507		0.6766124687236722	0.43		0.768445101709724	0.8880084533200715	0.8282267775148977	2
2938	G’füehl;G’fühl;G'fuehl;Gefühle;Gefüehl;G’fuehler;Gfüehl;Gfiehl;Gfuehler;Gfuehl;Gefühlen;G'füehl;Gfühl;Gefühl	sensation;sentiment;impression	Gefühl	printing_C;feeling;print_C;impression	0.7124911153051102	0.4094510590780498	0.5488930934398439	0.147	0.555	0.141	0.328	0.359	0.172	0.359	0.518	0.7675856201528578	0.563111895089389	0.6653487576211234	2
2939	Angriff;angriffe	toucher_C;agresser;attaquer	angreifen;Angriff;anzugreifen	attacking;touch_C	0.4169283102589226	0.6998805629913186	0.5707740702204905	0.865		0.547	0.859		0.531	0.648		0.7478366063876691	0.5754587623268275	0.6616476843572483	2
2940	Arnscht;ernschte;Ernscht;ernschti;arnschta;ernscht;arnschter;arnscht	sérieux;grave	schwer	serious;earnestness_C;earnest_C;grievous	0.4865620879648512	0.4877132574839457	0.532513372363607	0.632			0.4886918527967376		0.704			0.6957465510297289	0.9698963349903318	0.8328214430100304	2
2941	schees;schießa;schiesse;schieß;schiess;schieße;Schiesse;Schieße;schiessen;scheess;schiese	tournage_C	schießen_C;Schießen	shooting	0.276	0.931	0.602	0.667			0.812		0.688			1.0	0.8018625090180769	0.9009312545090384	2
2942	vracht;verachten;veracht;verachte;v'racht	boycotter;bannir	verbannen;verachten_C	boycott;banish	0.1404437940979824	0.6827496211122789	0.5261934152102615	0.509		0.5	0.688		0.697			0.7920373457343365	0.7432685890888842	0.7676529674116104	2
2943	eingeschlagen_C;angeschlagen	battu	angeschlagen;ungeschlagen_C	battered	0.08	0.79	0.306				0.667		0.734			1.0		1.0	2
2944	gfühlloser;gfuehllusi;gfüehllos	engourdi_C;insensible	gefühllos	numb_C;callous	0.1945402117223029	0.4705344302028046	0.373477132836192	0.545		0.43						0.8332588701269729	0.276751525778079	0.5550051979525259	2
2945	selige;seligi;seeli;seli;seligen;selig	euphorique_C;serein	heiter	serene;euphoric_C	0.7960067421553644	0.5944978165473171	0.531918054724827		0.4996258563019524			0.6678325499393762		0.4057592168349364	0.5848670687453161	0.7796116081118234	0.919368235043646	0.8494899215777347	2
2946	verfluchte;vrfluecht;verfluechte;Verfluchte;Verfluecht;verflärt_C;Verflüecht;verfluchten;verflucht;verflüechte;Verfluchter;Verflucht	maudit	verflucht	accursed;cursed	0.1085063352762746	0.7639268347975757	0.3730532833857456	0.5809650641901885			0.6643493580981154		0.6608203301209692			0.9981819282796874		0.9981819282796874	2
2947	heftig;haftig	vivement;brusque;intense;féroce;impétueux;violemment;violent	heftig	impetuous;brash;intense;snippy;violently;violent;fierce	0.3763194259932278	0.7515243438841249	0.5891537583894753	0.718663967334751	0.4739144788267991	0.5028233880428518	0.6289030822926216	0.242	0.6800021910147908	0.6535603396337532	0.3979999999999999	0.7043339131910187	0.7890958205387912	0.746714866864905	2
2948	Vorüss;vorüs;Vorus;Voraus;Vorüs;voraus	prévoir;avance;supposer_C;avant	voraus	afore;fore;prior;suppose_C;advance	0.5871739619570039	0.3993622864236186	0.5650806605042763		0.695		0.188	0.375		0.375		0.763458392536183	0.6144154860984202	0.6889369393173016	2
2949	Vorsprung	console_C;avance;avantage	voraus;Vorsprung	advantage;protrusion_C;vantage;advance;benefit	0.6812120253160245	0.5411943852744898	0.7425210788761334		0.695		0.188	0.375		0.375		0.8164347442293609	0.5478262909914825	0.6821305176104218	2
2950	g'schmecke_C;gschmecke_C;Geschmack;Geshmack;Gschmack;G’schmack	bouquet;aimer;odeur;arôme;saveur;goût	Geschmack	odor;relish;bunch;aroma;liking;taste;flavor	0.744365784252073	0.4307568029384941	0.472933290063025					0.562			0.6089999999999999	0.7864020423895592	0.693288755326782	0.7398453988581706	2
2951	Trüben_C;trüben;trübe	sombre	trüben;trübe;treiben_C	murky	0.1650513477643727	0.5247101117884136	0.3547156043173657			0.414	0.61		0.4662167433090096			0.8202781404983405	0.8546341709224912	0.8374561557104159	2
2952	Leichtherz	joyeux;aimable_C;gai	ausgelassen;lustig;froh;fröhlich	joyful;amiable_C;rollicking;joyous;merry	0.8545782733524858	0.5931097744124868	0.6116567173162561	0.2967368845910391	0.5444487386945688			0.7758426511753872			0.586	0.8364094544827383	0.5946625624645	0.7155360084736191	2
2953	lun_C;loon;lo;loh;losse;lonn;'lon_C;lasse;lossa;lon;loss;lohn	laisser	verlassen	leave;let	0.2778176887927389	0.4746692635370985	0.3003378041080027	0.3441456118181068	0.703	0.3318088991967858	0.5622069320558245		0.5620614751665568	0.3281638228644343	0.203	0.5316932896250632	0.5802927775429058	0.5559930335839844	2
2954	Braut_C;Bräute_C	de mariée	Braut-	bridal	0.823	0.655	0.596		0.656			0.531			0.43	1.0		1.0	2
2955	hasse;hass;hassen	détester;hair	verabscheuen;hassen_C	detest;loathe	0.1118814592276081	0.7344783895901675	0.4237048579090776	0.8595910710976792		0.6448282620330213	0.547					0.9276872655400644	0.8220889674087553	0.8748881164744099	2
2956	betraga_C;Betraga_C;betriega;betrogen;betroga	duper;dupe;tricher;trahir;frauder	betrügen;betrogen	defraud;cheat;dupe	0.1545835887183131	0.7112640391596412	0.3453297408982458	0.4684300445942436		0.5120754374182649						0.9513546772982334	0.5307751170409147	0.7410648971695741	2
2957	Prozass;prozasse;Prozess;Prozaß;prozässe	procès;processus_C	Klage	process_C;lawsuit	0.3409161224852771	0.5854135612337048	0.5666886018828983	0.386		0.3509968239808118	0.5173286094188585		0.4371717574978095	0.43		0.8216311264815574	0.392144545952438	0.6068878362169977	2
2958	Verschreck;erschrok;erschroken;Schreck;Schrecken;verschrecke;erschrocken;Schräcke;erschrecken;vrschrocke;Schracka;verschrocken;schreck;Schracke;Schrecke;verschreck;verschrocke;Verschrocke	tressaillir;effrayé;effrayer;horreurs;surprendre	erschrocken;Schurke_C;erschrecken;Schreck;Schrecken;Spuk	startled;scare;terrify;horrors;spook;startle;frighten	0.2141294028233991	0.8585459583184557	0.4224747918911462	0.6066298981278642	0.469		0.7603850152827729		0.6978780365245884	0.849638119485641		0.7331719924832448	0.7453410988540927	0.7392565456686688	2
2959	b’schisse;bschisse	tricher;tromper	beschissen_C;betrügen	delude;crappy_C;cheat;fooling	0.1154135230070252	0.6692484423727386	0.3125538318476084	0.5044671545563802		0.5108482752998331						0.7875885097949902	0.4638625507833663	0.6257255302891782	2
2960	beläidig;Beleidigunge;beleidige;Beleidigung;beleidiga;beleidigen	choquer_C;blessure;insulter;injure;offenser;affront	beleidigen;Beleidigung	insult;affront;clink_C	0.2553148430736709	0.723331789681633	0.4404024702658238	0.5017188575652487		0.4076857656530389	0.266		0.4206992859782805	0.5349487543026099		0.8589585640592751	0.7415197952707177	0.8002391796649964	2
2961	aariger;ärger;äriger;Ärger	pire	Ärger_C;schlechter	trouble_C;worse	0.1078003924948083	0.7212625511096675	0.3281478259258601				0.4839999999999999		0.453			0.8809825507738724	0.9062701620625924	0.8936263564182325	2
2962	beschränkter	étroit_C;bouché;confiné;borné;obtus	beschränkt	stuffy;obtuse;confined;narrow_C	0.287283369815211	0.4777751641684497	0.3958736319295862	0.5		0.32	0.578		0.531			0.6764316407074586	0.6456131338189384	0.6610223872631985	2
2963	ifalla_C;Einfall;infalle;Infall;Infäll_C	envahir	Einfall;einfallen	invade	0.4067635620946266	0.8825923202852024	0.6926580065898591	0.562			0.766		0.453	0.773		0.9999421317922844	0.8655599648832096	0.932751048337747	2
2964	Leichtherz	joyeux;aimable_C;gai	heiter;lustig	cheery;gleeful;amiable_C;jolly	0.8915367274158371	0.5645830125667144	0.5744620961862813		0.5137148971607741			0.7556031636002494		0.4108664806237114	0.5831143646154203	0.7914108336759189	0.6882546820456161	0.7398327578607675	2
2965	luck_C;luk_C	lâche	Feigling;heimtückisch;feige	dastardly;coward;cowardly	0.1589229926532971	0.5385965686417397	0.2494470287065271	0.6791363569487339		0.6288957374196756	0.57341569417995		0.4839999999999999			0.8008680926696591	0.8012277366094868	0.8010479146395729	2
2966	bissi;bisse;biss	piquer;mordre_C	pique;Stachel;Stechen	pique;bite_C;sting;prick	0.2647777762253495	0.7123758755028105	0.4187673760358534	0.6170267420538403		0.461	0.4727699275944916			0.484		0.811583239365429	0.4695087478674766	0.6405459936164528	2
2967	parad_C;Parad_C	parade	Parade	parade	0.792	0.685	0.509		0.562		0.062	0.621		0.406		1.0	0.6310198297437204	0.8155099148718602	2
2968	überfuhr;üewerfahre_C;überfahren_C	condamné	überführen	convict	0.1895567885736918	0.7643483267222186	0.4797108652065625	0.621		0.516	0.7034352646327888		0.5772378755888636			0.9939391045576969		0.9939391045576969	2
2969	wahnsinnig	follement;fou;inouï_C;dément	wahnsinnig;Verrückter;verrückt	madman;lunatic;unheard_C;maniacal;crazy;crazed	0.2192887051880313	0.7458681615848591	0.4214740788765029	0.6914047016082976		0.594	0.6153267614347715		0.368			0.7985970418670063	0.697915137118386	0.7482560894926962	2
2970	Betroga;Betrug	supercherie;vol_C;escroquerie;mensonge;arnaque;tromperie	lügen;Lüge;Betrug;Flunkerei	flight_C;lying;lie;falsehood;deception;scam;swindle;fib;sleight	0.2559152420801251	0.6924446206162306	0.407771871662514	0.3370010131063397		0.4862211053328698			0.585		0.164	0.7405231832401763	0.5446559227299534	0.6425895529850649	2
2971	schlaff	pendant_C;lâche	Feigling;heimtückisch;schlaff;feige	limp;dastardly;saggy_C;coward;cowardly	0.2638479404919429	0.4895291513485946	0.2431178042583963	0.6791365759463065		0.6288977087510562	0.5734152974288298		0.484			0.6528981989919183	0.889850262433495	0.7713742307127066	2
2972	Leicha;Lich_C	cadavre;corps	Leiche	cadaver;corpse;body;corps	0.219905882159501	0.5976218807221313	0.3232484291362683			0.8418464123663422	0.688		0.8097016834685459	0.383		0.6589885268112209	0.8531974438187445	0.7560929853149827	2
2973	Memma_C;Mam;Mamaa;Mama;Mame;Mamme	mère;maman	Mama;Mutter	mother;mommy;momma;mom;mammy;mama;mummy	0.821040206337619	0.4035964255599056	0.5723738061931395		0.406			0.4119999999999999	0.016		0.703	0.7842325569426957	0.2590839320298342	0.521658244486265	2
2974	knalle	éclater;exploser	knallig_C;explodieren;platzen;detonieren	burst;explode;gaudy_C;flare_C;detonate	0.3747209977549063	0.8355952190545608	0.7148240582427949	0.7928534527947264			0.762586073982462	0.176	0.5077800183672513	0.851354996950522		0.7298610824892492	0.8404509675767657	0.7851560250330074	3
2975	verdärwe;verdorwe;vrdarwe;Verderwe;verdraawe_C;v’rderwe;verderwe;v'rderwe;vrderwe;Vrderwe	périr;gâter_C	vergehen;umkommen	perishing;perish;spoiling_C	0.2111527046518399	0.573397612757652	0.2955743865505874				0.7295953998875421		0.8322834553019179			0.8342174177859786	0.8307133437754887	0.8324653807807336	3
2976	spielen;Spiele;Spielen;Schpiel;Spieler;speele;spiela;schpiele;Spiel;spiel;spele;schpiel;spiele	joueur;jeu;jouer	Spielerei_C;Spieler;Spiel;Spiele	gimmick_C;gambler;game;gaming;match;play	0.6460709338525759	0.6919089359073894	0.5152858817897907		0.57					0.406		0.8538123551948784	0.7441271742046847	0.7989697646997815	3
2977	Küss;Küsse;küssen_C;Küssen;küsse;Kuss	baiser;embrasser	Küsser_C;Kuss	kisser_C;kiss	0.9248502811374448	0.7681088360081729	0.6258878323060921		0.711			0.61		0.312		0.9036683163025924	0.4546569459714381	0.6791626311370152	3
2978	abwehre_C	défense_C;parade	Parade	parade	0.792	0.685	0.509		0.562		0.062	0.6210000000000001		0.406		1.0	0.5030021752515303	0.7515010876257651	3
2979	stech;Stachle;Steche;Stechen;Stache;steche	dard;piquer;poignarder_C;aiguillon	stechen;pique;Stachel;Stechen	pique;stinging_C;stinger;sting;prick	0.2776807833825991	0.6760720866510277	0.3911409884776886	0.6425701967871661		0.461	0.4728976082730816			0.484		0.7670586005931377	0.736605496588435	0.7518320485907863	3
2980	lieblicher;leiblich;lieblich;Lieblich;lieblig;liebli;Lieblicher;leibliche_C	aimable;suave_C	liebenswert;liebenswürdig	lovable;amiable;suave_C	0.82419710258477	0.3255921965415133	0.4372534277317995					0.773			0.648	0.7963728101356095	0.3567345111682292	0.5765536606519193	3
2981	genieße;geniesse;genossen_C;genosse_C;genießen;geniessa	prendre plaisir;goût;saveur;jouir;appréciant	genießen	relish;enjoy;savor;enjoying	0.875559583367754	0.6319022136160168	0.6390973190121959		0.5220740914094691	0.117		0.7159796868307	0.034		0.5273937382124038	0.9388922511795992	0.4622218462141644	0.7005570486968817	3
2982	Rasig_C	furieux;enragé	wütend;rassig_C	infuriated;racy_C;irate;furious;enraged;mad	0.2213094783564685	0.7778277404236099	0.4664324068016509	0.8215793735641452		0.4732152699412907	0.5638953443364821		0.5203632686661517			0.8056321066434712	0.6602151903686085	0.7329236485060399	3
2983	bedauerlich_C;bedauerliche_C	menaçant	bedrohlich;bedauerlich_C	threatening;menacing	0.1472669240150807	0.8462160909604337	0.6419008853390837	0.8141213659956336	0.6891715395606989	0.555	0.7064073221778195					0.8885403890023729	0.8640368159649295	0.8762886024836511	3
2984	Verletzunge	blessures;lésion;blessure;violation_C;blessant	Verletzung;Wunden;Wunde	breach_C;lesion;injury;wounds;wound;contravention_C;wounding	0.1737249754468078	0.7091557161349907	0.3858280537163672	0.5446686982242572			0.6448074708651832		0.5905456765756182			0.748930728704767	0.7385399215439282	0.7437353251243476	3
2985	verletzt;verletzen	blessé;blesser;nuisible	verletzen;verletzt;vorletzte_C;verletzend	penultimate_C;hurting;hurt;injure;hurtful;violate;injured;injuring	0.1516533420512131	0.7087053444320179	0.3263334406957598	0.61644672676426		0.5011967270212723	0.6540938439382277		0.6269643208337586			0.7896204975810264	0.989540706877386	0.8895806022292061	3
2986	Täifel;Teyfel;Teufel;Deiwel;Deifel;Daifel;Deiffel;Deifeli;Däifel;Tejfel;Dejfel;Teuifel;Teijfel;Teifel	diable;démon	Teufel;Daemon;Dämon	daemon;deuce_C;demon;fiend;devil;heck_C	0.1964747246227071	0.7670985862104137	0.5501480338809785	0.6825726405208972	0.273	0.6294286308816545	0.721360232431323		0.5272898746542942	0.484		0.7971128737422933	0.90710977420445	0.8521113239733717	3
2987	Schlang;Schlange	file_C;vipère;serpent	Schlinge_C;Schlangen;Schlange	sling_C;snake;serpent	0.2435581837035515	0.6594455300757892	0.568564732840366			0.5659426330523721	0.7079895798465822					0.8836694233594605	0.8018549523757302	0.8427621878675954	3
2988	brache;broche_C	briser;casser	zerschmettern	snap;shatter	0.1934621291711562	0.7109131895422394	0.4234417014102987	0.561			0.672		0.609	0.609	0.172	0.7698436050869191	0.8410543507755248	0.8054489779312219	3
2989	spiritueuse_C;Spiritueuse_C;Spiritüs_C	esprits	Spirituosen	spirits	0.583	0.847	0.545		0.531			0.375		0.414		1.0		1.0	3
2990	Bluetsüger;Blütsüger	sangsue_C;vampire	Vampir	leech_C;vampire	0.262840898530824	0.7324533731913088	0.4373775663351538	0.242		0.414	0.625					0.8699734682932441	0.6892093966298407	0.7795914324615424	3
2991	Krach;Kracher_C;Krachen	dispute;conflit;guerre	Krach;Krieg	warfare;rumpus_C;war	0.1787321370477263	0.7693273819640655	0.6700952682045023	0.734			0.8950993377950764		0.734			0.7784635651581704	0.7836970818826647	0.7810803235204176	3
2992	ansteckend;ansteckenda	contagieux;communicatif_C;transmissible;infectieux	ansteckend	communicative_C;contagious;infectious;communicable_C;catching	0.415234555697851	0.6775322552974837	0.5078347403457015			0.7247226783692206	0.7119795947257658	0.25	0.483			0.7408457221685496	0.6964438310682697	0.7186447766184096	3
2993	Vrschwoerer;Verschwörer;verschwore_C	conspirateur	verschworen_C;Verschwörer	conspirator;divvy_C	0.3007050289886464	0.665694632595982	0.6037750242644537	0.545	0.422	0.578	0.516					0.829637016094287	0.9665905201508964	0.8981137681225917	3
2994	Andanke;Andenke;Aandenke	commémoration;souvenir	Andenken;Gedenkfeier	remembered;commemoration;recollection_C;keepsake;souvenir_C;remembrance_C	0.773204658709316	0.3900877332966845	0.5820037666179935		0.508			0.479				0.8518293581489278	0.8968121223585008	0.8743207402537143	3
2995	gross;groosi;grooß;groosse;gros;Groos;grose;grooßi	intense;grand_C	heftig;hoch	large_C;intense;tall_C	0.576082633809364	0.6380889953692928	0.6229796322811011	0.6437547484682016	0.473501459862518	0.4319127573496895	0.5475588191946474	0.242	0.6785145954737154	0.6483901479238003	0.398	0.6696400127613527	0.4906682187330041	0.5801541157471783	3
2996	Jwwel	joyau_C;acclamation;allégresse;réjouissance;applaudissement	Jubel;Juwel_C	jewel_C;rejoicing;cheering	0.81734736733705	0.6816518276687091	0.6185207260650584		0.555			0.8372890910406576		0.578		0.8680228833726652	0.5660303157976412	0.7170265995851532	3
2997	Trümpf_C;Trumpf_C	carcasse	Karkasse;Trumpf_C	carcass	0.115	0.529	0.309			0.795	0.672		0.653			1.0	0.9622712269372584	0.9811356134686292	3
2998	Schwal_C	jet;flot_C	Schwall	gush	0.5137674053398157	0.4903243141110115	0.4071942199791064			0.422		0.545				0.999750851671748	0.0008182718887076	0.5002845617802278	3
2999	Mangel	rareté;défaut_C;carence;manque;pénurie	Mangel;Knappheit	scarcity;lack;shortcoming_C;deficiency;dearth_C	0.1582900837512157	0.4201791083429166	0.2175689146250923	0.35			0.438		0.453			0.648905477034235	0.7913601463054497	0.7201328116698423	3
3000	rucksichtslos;rücksichtslos	rudement;radical_C;brutal	rücksichtslos;brutal	drastic_C;radical_C;brutal	0.2677752096644936	0.8113266354942711	0.6759146618524735	0.719			0.8279999999999998					0.7962701840348699	0.4007567244838884	0.5985134542593792	3
3001	Kummer;Küemmer	souci_C;affliction;chagrin_C;peine_C	Gebrechen;Zufügung	infliction;affliction	0.297830919393751	0.6766612484070423	0.4777168214351794			0.4839999999999999	0.5670561634085965	0.103	0.605254211289833			0.959792179472912	0.8320367229854075	0.8959144512291598	3
3002	Achdung;achtung;Achting;Achtung	égard_C;gare_C;danger	Achtung	station_C;danger	0.3402642768553097	0.6965603343437856	0.6280572071117366				0.785907251996273		0.719			0.7884234023968116	0.4972221087217612	0.6428227555592865	3
3003	schnupf’i;schnupfe	renifler_C;inspirer	inspirieren	breather_C;sniff_C;inspire	0.690980427936157	0.5482664964533486	0.5330932689756857		0.602			0.594			0.68	0.7826732160842603	0.245192290006674	0.5139327530454671	3
3004	treua_C;traue_C;Treie;treuer;träue_C;Treu;treu;treue;Treue;treie;Treij	fidèle;allégeance;fidélité	treu;Treue	allegiance;fidelity;faithfulness	0.8473011123002089	0.4576814297158384	0.7081378888165348					0.4513400369851489			0.7034076517561431	0.9371453270803044	0.7135831720646237	0.825364249572464	3
3005	gelinge;gelungen;gelungener_C;gelunge‚;gelunge;g’lunga;gelungeni_C;gelungene_C	réussir	gelingen	succeed	0.9144915935508962	0.7683789874868322	0.9092470888798146		0.6229052812425433			0.5707786404914666		0.375	0.5569088275245067	0.9994608729024492	0.692576464472249	0.8460186686873492	3
3006	lawendige;lawandige;lawendig;lawendi;lawandig;lawandi;lewendi;läwendi;lawandich	enlevé_C;vivant;guilleret_C	Leben;am Leben	living;perky_C;alive	0.8653858709345161	0.6843880374467093	0.7120841949785368		0.461			0.4389102457048947			0.5	0.9130234244066588	0.8313692631630458	0.8721963437848523	3
3007	Stimmung	moral	Moral;Moral-;Stimmungen;Stimmung	morale;moral;vibe_C;moods_C;mood_C	0.6776935824122428	0.480710799457516	0.5878502734664897	0.094							0.758	0.8231697377956737	0.9742079917858888	0.8986888647907811	3
3008	Streik;streike_C		Streik	strike	0.2402818089074299	0.8155402374091519	0.5098419840145791	0.6579913584872475			0.4741915424521264		0.4839999999999999	0.6868002150499566		0.8957234843125464		0.8957234843125464	3
3009	gelähmt;lahm;läm_C;lahme;lahmer	paralysé;flasque_C	gelähmt;lähmen	saggy_C;paralyzed	0.2423394694607242	0.4659925400994492	0.2260149198011015	0.333			0.859		0.7030000000000001	0.586		0.6960427310865536	0.3823850050807115	0.5392138680836325	3
3010	meneidi_C;maneidi_C;meineidi_C	parjure	Meineid	perjury	0.229	0.686	0.409				0.4839999999999999			0.414		1.0	0.7304884238046819	0.8652442119023409	3
3011	Abgrund;Abgrüend	gouffre;abîme;précipice;arrondi_C	Abgrund	rounded_C;precipice;abyss	0.3481837559940888	0.6734210192991559	0.354973963445952				0.5263151052072561		0.594			0.829593182203193	0.6869767735982757	0.7582849779007343	3
3012	stolziere;stolz;stolze;stolza;stolzer;stolzi;stolzen;Stolz	orgueil_C;fier;fierté;hautain_C	stolzieren;stolz;Stolz	proud;swagger_C	0.738991918419469	0.709035341237341	0.775360022112604		0.406			0.704			0.547	0.8763346579238924	0.3718501087628102	0.6240923833433514	3
3013	Wüerde_C;Würden_C;werde_C	dignité	Würde	dignity	0.844	0.391	0.873					0.5			0.672	1.0	0.2802948723546509	0.6401474361773254	3
3014	hool_C;hool'_C;hoole_C	idiot	Idiot;idiotisch;bekloppt;Dummkopf	dork;idiotic;idiot;daft	0.181294042577525	0.5239235025668233	0.1976436614079884	0.516		0.4186494997158611						0.8085602098998821	0.6264006256066963	0.7174804177532892	3
3015	Bumb;Bumbe_C;Bomben	bombe	Bomber_C;Bombe	bomb	0.167	0.912	0.75	0.766			0.935		0.621	0.789		1.0	0.9886947651709346	0.9943473825854672	3
3016	Bendélé_C;Bändele;Bendele;Bandel;Bendel_C;Bändel;Bandele	ruban;bandeau;lacet	Augenbinde	blindfold;shoelace;tape	0.4583122278798194	0.4142188125634319	0.2994102661154966		0.5		0.266			0.609		0.7421970450853607	0.4643032707609249	0.6032501579231428	3
3017	angenehmen;angenehmer;agnahm;angenahm;angenehme;angenehmi;Angenehm;angenehm';angenehm	plaisant;doux;charmant_C;agréable	weich;angenehm;Süss;mild;sanft	nice;personable_C;soft;enjoyable;mild;charming_C;congenial;sweet;gentle	0.8568698662185797	0.4477290038676564	0.5714999308068219		0.445			0.5635414893149305		0.203	0.484	0.8068006092127145	0.4357058606940607	0.6212532349533876	3
3018	Strahl;Strahle;Strähl_C	faisceau;jet	Strahl;Schwall	ray;gush	0.5283136822034544	0.5528646960028685	0.4662893566396498			0.422		0.545				0.8940738300908764	0.7437712409070535	0.8189225354989649	3
3019	sanfter_C;Sanft_C;sanft	doux	weich;Süss;mild;sanft	soft;mild;sweet;gentle	0.74772414580386	0.3359625541063717	0.4370617420853496		0.445			0.5355397281669991		0.203	0.484	0.8109951124427885	0.3268275096289008	0.5689113110358447	3
3020	luschti;Lust;Luschti_C;Luscht	plaisir;libido_C;envie;désir	Verlangen;Lust;Sehnsucht	libido_C;longing	0.710877579998157	0.5516701798024929	0.5936820024237008		0.6375926109863612			0.3796370812817651	0.594	0.391	0.5012963516022065	0.7820756300286696	0.6087429328285652	0.6954092814286175	3
3021	Schreien;Schreie_C;scharen_C;Schrej;schreje;schreie;Schrei;schreien;schreia;schrei	cri;hurler;crier	heulen_C;kreischen;Schrei;schreien	squawk;scream;yell;shriek;shout;howl;whoop;cry;squeal;screech	0.277709461379097	0.762248617305311	0.441411572657915	0.5692490155873186		0.3445856388461621	0.5295941944423576		0.5691566762963202	0.6632607748668505		0.7812080954358691	0.7442815126865706	0.7627448040612199	3
3022	üswiche_C;Auswesch_C	effacer	auslöschen;löschen	obliterate;erase	0.3032711087788531	0.4275122325088945	0.4553720011135764	0.8429999999999999			0.5951866866811553		0.594			0.823064080932443	0.9667088063005012	0.8948864436164721	3
3023	Not	gène_C;besoins_C;détresse;misère;besoin_C	Elend;Not	misery	0.146	0.378	0.158	0.547		0.594	0.734		0.938			1.0	0.6625162846890413	0.8312581423445207	3
