shortName,drama_type,polarity,valence,arousal,dominance,anger,disgust,fear,joy,sadness,surprise,trust,anticipation
stoskopf-ins-ropfers-apothek,comedy,-178,0.21264593129709514,0.15665424802856148,0.1961043665160437,0.05072888150119642,0.28997408001785413,0.019144797762012358,0.09868733257383068,0.012801590639775434,0.015579274302636415,0.48719153266345205,0.02589251053924245
stoskopf-wenn-d-fraue-wahle,comedy,-177,0.28601730382592316,0.20709416970696173,0.25862419151453303,0.049259504063932424,0.27777528158396275,0.013823316530184647,0.14349617776063067,0.011388012103574291,0.007567331321716599,0.45659813403002153,0.04009224260597717
uf-bsuech-bi-dr-frau,comedy,-7,0.9954194792676598,0.7634972557326777,1.0532967570126188,0.1789128180085753,0.30689559156682794,0.283842820678431,0.013050328714710173,0.1792171899951042,0.002088630076206118,0.030516164307511355,0.005476456652634058
vor-un-no-dr-hochzit,comedy,-34,0.41353191177432314,0.3496162760531136,0.4357396201474502,0.18057971742704443,0.34494525397970516,0.3200135355539787,0.07695798587687007,0.007051347035451036,0.00505053802278606,0.04595155628556689,0.01945006581859762
wagner-die-greifensteiner,drama,-70,0.13896829486271048,0.1200690618507,0.12420039278738988,0.06492098968312941,0.17442313174655627,0.07106137808594538,0.1907668302408819,0.05559657684095375,0.03154211918481934,0.27213192113180174,0.1395570530859121
weber-am-wihnachtsowe-bym-e-kriejsblinde,tale,-18,0.18400148814585357,0.14870328772072236,0.1344446113178343,0.029684734950633642,0.014806203724105604,0.03417922059513705,0.5525558348069913,0.03424694709443695,0.011497173420512822,0.20672892137287244,0.11630096403531022
weber-e-bissel-lieb,drama,-42,0.6491686997894252,0.336857178970385,0.49753198115237435,0.0024789219119304567,0.0027631915076956836,0.0025832141784175758,0.2562632741555628,0.011542678129414605,0.0032300054895955488,0.5033121325644266,0.2178265820629567
weber-wihnachtsstimme,tale,-47,0.09064136803575093,0.06427809461397146,0.0851262948520265,0.07043540300068954,0.06380669115625208,0.10873323779413935,0.23522241195654914,0.10031912841025827,0.05600258964592307,0.23936756253245653,0.12611297550373196
weber-yo-yo,comedy,-33,0.11854625027693648,0.10214398682013086,0.08644882217320715,0.0341638616294511,0.061801066515910115,0.0639944645372226,0.5883871744060649,0.05817971726788931,0.03695961690018548,0.1005253722411525,0.055988726502124046
weigel-in-dr-awril-gschickt,comedy,-17,0.14579967471095748,0.13210808848465305,0.11794275306849762,0.1413839059272311,0.022351332569160692,0.15594675220395063,0.44098848833172416,0.02056274579924676,0.016427893947322796,0.10484738229284332,0.09749149892852067
z-nacht-am-zehne,comedy,-5,0.5721392133931145,0.4581702438027351,0.46934090565562103,0.02457765168221897,0.016850626448041254,0.24642171874625893,0.03776765633742478,0.026665736984568998,0.017785202908950595,0.02030588485940829,0.6096255220331281
zwei-erfindunge,comedy,-17,0.7220755984525641,0.5561950968732361,0.753456501624449,0.19773050248583332,0.33128711053656895,0.3634358718809277,0.050779872849280185,0.00360432877062252,0.006057547926434337,0.029094707553695136,0.018010057996637723
